title,conductor,composer_id,movement,work_id
,,,"Nocturne No. 5 in F-sharp major, ""Les zéphyrs 2,"" Op. 15, No. 2",1240
,,,,1241
,,,Overture,1242
,,,,1243
,,,Auf starkem Fittige schwinget sich der Adler stolz (On Mighty Pens the Eagle Proudly Soars Aloft),1244
,,,,1245
,,,,1246
,,,,1247
,,,Aria (unspecified),1248
,,,,1249
,,,,1250
,,,"""Crudele! Ah! mio bene...Non mi dir,"" Donna Anna, Act II, scene xiii",1251
,,,,1252
,,,,1253
,,,Act I: Prelude,1254
,,,"Semiramide (cavatina): ""Bel raggio lusinghier""",1255
,,,,1256
,,,,1257
,,,,1258
,,,,1259
,,,,1260
,,,,1261
,,,,1262
,,,,1263
,,,,1264
,,,,1265
,,,,1266
,,,,1267
,,,,1268
,,,Overture,1269
,,,Overture,1270
,,,,1271
,,,,1272
,,,,1273
,,,,1274
,,,,1275
,,,,1276
,,,,1277
,,,,1278
,,,,1279
,,,"""Ella mi fu rapita,"" Duke (recitative), Act II",1280
,,,"""Parmi veder le lagrime,"" Duke (aria) Act II",1281
,,,,1282
,,,,1283
,,,,1284
,,,,1285
,,,,1286
,,,,1287
,,,,1288
,,,,1289
,,,Chaconne,1290
,,,,1291
,,,,1292
,,,,1293
,,,,1294
,,,,1295
,,,,1296
,,,Unspecified Recitative and Aria,1297
,,,,1298
,,,,1299
,,,,1300
,,,,1301
,,,Overture,1302
,,,,1303
,,,,1304
,,,,1305
,,,,1306
,,,,1307
,,,,1308
,,,Chaconne,1309
,,,Overture,1310
,,,,1311
,,,,1312
,,,,1313
,,,,1314
,,,,1315
,,,,1316
,,,,1317
,,,,1318
,,,Act I (complete),1319
,,,Marcia funebre: Adagio assai,1320
,,,IV. Chorus of the Spirits,1321
,,,"""Beglueckt darf nun dich, o Heimat, ich schauen"" (Pilgerchor)",1322
,,,,1323
,,,,1324
,,,,1325
,,,,1326
,,,,1327
,,,,1328
,,,,1329
,,,Nocturne [unspecified],1330
,,,,1331
,,,,1332
,,,,1333
,,,,1334
,,,,1335
,,,,1336
,,,,1337
,,,,1338
,,,,1339
,,,"""Mime hiess ein murrischer Zwerg"" (Siegfried's Narrative), Siegfried, Act III, scene ii",1340
,,,"""Erräth'st du auch dieser Raben Geraun'?"" Hagen/Gunther/Men, Act III, scene ii",1341
,,,"""Brunnhilde, heilige Braut!"" (Siegfried's Death), Siegfried, Act III, scene ii",1342
,,,"Siegfried's Funeral Music, ACT III, scene ii",1343
,,,,1344
,,,,1345
,,,,1346
,,,,1347
,,,Overture,1348
,,,Duet: Ohne Verschulden Knechtschaft dulden,1349
,,,Chorus: Du hasst in deines Ärmels Falten (Chorus of Dervishes),1350
,,,Marcia alla turca (Turkish march),1351
,,,March with chorus: Schmuckt die Altare,1352
,,,Absence (Absence),1353
,,,"""Ô pudeur! Tout conspire,"" (quintet)",1354
,,,"""Tout n'est que paix et charme autour de nous,"" (septet)",1355
,,,Chorus [unknown],1356
,,,,1357
,,,,1358
,,,,1359
,,,,1360
,,,,1361
,,,,1362
,,,,1363
,,,"""Let me wander not unseen,"" (aria)",1364
,,,"""Orpheus self may heave his head,"" (aria)",1365
,,,,1366
,,,,1367
,,,Recitative and Aria (unspecified),1368
,,,Overture,1369
,,,Overture (Wagner ending),1370
,,,,1371
,,,,1372
,,,,1373
,,,Overture,1374
,,,,1375
,,,,1376
,,,Overture,1377
,,,Interlude,1378
,,,"Calling of the Witch of the Alps (Melodrama), ""Invocation of the Alpine Fay,"" Act II",1379
,,,,1380
,,,,1381
,,,,1382
,,,,1383
,,,,1384
,,,Allegro molto appassionato,1385
,,,Prelude to Act I,1386
,,,,1387
,,,,1388
,,,,1389
,,,,1390
,,,Romeo Alone - Sadness - Distant sounds of music and dancing - Great festivities in Capulet's palace (Ball Scene),1391
,,,,1392
,,,,1393
,,,,1394
,,,,1395
,,,,1396
,,,"""Wie nahte mir der Schlummer...Leise, leise, fromme Weise,"" Agathe (Scene and Aria), Act II",1397
,,,,1398
,,,,1399
,,,,1400
,,,Overture,1401
,,,"""Die Trommel geruhret,"" Lied",1402
,,,Entr'acte II: Larghetto,1403
,,,"Lied: ""Freudvoll und Leidvoll""",1404
,,,,1405
,,,"Siegfried's Funeral Music, ACT III, scene ii",1406
,,,"ACT III, scene iii: Finale",1407
,,,,1408
,,,,1409
,,,,1410
,,,,1411
,,,,1412
,,,Prelude to Act I,1413
,,,,1414
,,,,1415
,,,Aria [unspecified],1416
,,,,1417
,,,,1418
,,,,1419
,,,,1420
,,,Scene (unidentified),1421
,,,,1422
,,,,1423
,,,,1424
,,,,1425
,,,,1426
,,,,1427
,,,,1428
,,,,1429
,,,,1430
,,,,1431
,,,,1432
,,,,1433
,,,Scene in the Fields (Scène aux Champs): Adagio,1434
,,,,1435
,,,,1436
,,,,1437
,,,,1438
,,,,1439
,,,"""Frondi tenere ... Ombra mai fu""",1440
,,,,1441
,,,,1442
,,,,1443
,,,,1444
,,,,1445
,,,Recitative and Aria (unspecified),1446
,,,,1447
,,,,1448
,,,"""Un' aura amorosa,"" Ferrando, Act I, scene xii",1449
,,,,1450
,,,,1451
,,,,1452
,,,,1453
,,,Overture,1454
,,,,1455
,,,,1456
,,,Chaconne,1457
,,,,1458
,,,,1459
,,,,1460
,,,,1461
,,,,1462
,,,,1463
,,,"""Vedrai, carino,"" Zerlina, Act II",1464
,,,,1465
,,,"""Abendlied (Evening Song)""",1466
,,,Marcia alla turca (Turkish march),1467
,,,,1468
,,,,1469
,,,,1470
,,,,1471
,,,"""Rose wie bist du reizend und mild"" (Rose Softly Blooming), (aria)",1472
,,,,1473
,,,"Minuetto (""Celebrated Minuet"")",1474
,,,,1475
,,,"Er, der Herrlichste von allen",1476
,,,,1477
,,,,1478
,,,,1479
,,,,1480
,,,,1481
,,,,1482
,,,,1483
,,,,1484
,,,,1485
,,,"Polonaise in A-flat major, Op.53, No.7",1486
,,,,1487
,,,Overture,1488
,,,,1489
,,,,1490
,,,,1491
,,,,1492
,,,,1493
,,,,1494
,,,,1495
,,,,1496
,,,Overture and Bacchanale (Venusberg Music) [Paris],1497
,,,"""Wach auf! Es nahet gen den tag,"" (chorus), Act III, scene v",1498
,,,,1499
,,,,1500
,,,,1501
,,,,1502
,,,,1503
,,,,1504
,,,aria [unspecified],1505
,,,,1506
,,,,1507
,,,,1508
,,,,1509
,,,"Wotan's Farewell, Act III, scene iii",1510
,,,"Magic Fire Music, Act III, scene iii",1511
,,,,1512
,,,,1513
,,,Part I: Christ's Entry into Jerusalem,1514
,,,Part III: Christ's Resurrection,1515
,,,,1516
,,,,1517
,,,Unspecified Chorus,1518
,,,"""Erbarme dich"" (""Oh pardon me, my God""), Alto (Aria), Part II, No. 39",1519
,,,March with chorus: Schmuckt die Altare,1520
,,,,1521
,,,,1522
,,,,1523
,,,,1524
,,,,1525
,,,,1526
,,,,1527
,,,,1528
,,,,1529
,,,,1530
,,,,1531
,,,,1532
,,,,1533
,,,,1534
,,,,1535
,,,"Ride of the Valkyries, Act III",1536
,,,"Siegfried's Funeral Music, ACT III, scene ii",1537
,,,,1538
,,,,1539
,,,,1540
,,,,1541
,,,Lieder jung Werners am Rhein,1542
,,,Werners Lieder aus Welschland,1543
,,,,1544
,,,,1545
,,,,1546
,,,,1547
,,,,1548
,,,,1549
,,,"""Un ob die Wolke,"" Agathe (Cavatina), Act III",1550
,,,,1551
,,,,1552
,,,"""Crudel! Perche finora,"" Count/Susanna, Act III, scene ii",1553
,,,,1554
,,,"""Ozean, du Ungeheuer"" (Ocean, thou mighty monster), Reiza (Scene and Aria), Act II",1555
,,,,1556
,,,"""Wie Todesahnung Dämmrung deckt die Lande - O du mein holder Abendstern"" (Song to the Evening Star), Wolfram (aria), Act III, scene ii",1557
,,,Prelude to Act I,1558
,,,,1559
,,,,1560
,,,Adagietto,1561
,,,Scherzo (Allegretto moderato),1562
,,,,1563
,,,,1564
,,,,1565
,,,,1566
,,,,1567
,,,,1568
,,,,1569
,,,Prelude and Liebestod (with or without soloist),1570
,,,Overture,1571
,,,,1572
,,,,1573
,,,,1574
,,,,1575
,,,,1576
,,,,1577
,,,,1578
,,,,1579
,,,Prelude and Liebestod (with or without soloist),1580
,,,,1581
,,,,1582
,,,,1583
,,,,1584
,,,,1585
,,,Overture,1586
,,,1. Scherzo: Allegro vivace,1587
,,,,1588
,,,5. Intermezzo (Entr'acte): Allegro appassionato,1589
,,,7. Nocturne: Andante tranquillo,1590
,,,9. Wedding March: Allegro vivace,1591
,,,,1592
,,,,1593
,,,,1594
,,,,1595
,,,,1596
,,,Act III: (complete),1597
,,,,1598
,,,"ACT III, scene i: COMPLETE",1599
,,,"ACT III, scene ii: COMPLETE",1600
,,,,1601
,,,,1602
,,,Overture,1603
,,,Scene [unspecified],1604
,,,,1605
,,,,1606
,,,"""Wo berg' ich mich?...So weih' ich mich den Rach'gewalten,"" Lysiart (Recitative and Aria), Act 2, Nr. 10",1607
,,,,1608
,,,,1609
,,,,1610
,,,Act III: Prelude,1611
,,,,1612
,,,,1613
,,,,1614
,,,,1615
,,,,1616
,,,"""Nothung! Nothung! Neidliches Schwert!"" (Siegfried's Forging Song), Act I, scene iii",1617
,,,,1618
,,,,1619
,,,,1620
,,,,1621
,,,,1622
,,,,1623
,,,,1624
,,,Chaconne,1625
,,,Overture and Bacchanale (Venusberg Music) [Paris],1626
,,,,1627
,,,Recitative and Aria from Act II,1628
,,,Introduction to Act III,1629
,,,"""Wo berg' ich mich?...So weih' ich mich den Rach'gewalten,"" Lysiart (Recitative and Aria), Act 2, Nr. 10",1630
,,,,1631
,,,,1632
,,,,1633
,,,,1634
,,,,1635
,,,,1636
,,,"""Die heiligen drei Könige""",1637
,,,,1638
,,,,1639
,,,,1640
,,,Overture,1641
,,,"""Ah rendimi quel core,"" (aria)",1642
,,,,1643
,,,,1644
,,,,1645
,,,,1646
,,,,1647
,,,,1648
,,,,1649
,,,,1650
,,,,1651
,,,Overture,1652
,,,"""Die Frist Ist Um,"" Dutchman (aria), Act I, scene i",1653
,,,,1654
,,,,1655
,,,,1656
,,,,1657
,,,,1658
,,,,1659
,,,,1660
,,,,1661
,,,"Star-lit night - Capulet's garden, silent and deserted - The young Capulets, leaving the hall, pass by singing fragements of the dance music (Love scene, Adagio)",1662
,,,"Queen Mab, or the Fairy of dreams (Scherzo)",1663
,,,Romeo Alone - Sadness - Distant sounds of music and dancing - Great festivities in Capulet's palace (Ball Scene),1664
,,,,1665
,,,"""Il mio tesoro intanto,"" Don ottavio, Act II, scene x",1666
,,,,1667
,,,,1668
,,,,1669
,,,,1670
,,,,1671
,,,,1672
,,,,1673
,,,,1674
,,,,1675
,,,,1676
,,,,1677
,,,,1678
,,,,1679
,,,I. Entr'acte after Act I; Allegro molto moderato,1680
,,,,1681
,,,,1682
,,,"""Die Frist Ist Um,"" Dutchman (aria), Act I, scene i",1683
,,,,1684
,,,,1685
,,,,1686
,,,,1687
,,,Waldweben (Forest Murmurs),1688
,,,"""L'amour est un flambeau"" (Scherzo-Duettino), Béatrice/Bénédict (duet)",1689
,,,,1690
,,,,1691
,,,,1692
,,,,1693
,,,,1694
,,,,1695
,,,,1696
,,,Allegro maestoso,1697
,,,Adagio,1698
,,,Adagio non tanto,1699
,,,Scherzo Presto,1700
,,,Adagio: Allegro con fuoco,1701
,,,,1702
,,,"""Ah! Si la liberté me doit être ravie,"" Armide (air)",1703
,,,Menuetto,1704
,,,Allegro molto (fugue),1705
,,,"Act I, Scene 3, Teresa and Benvenuto (duet): ""O Teresa""",1706
,,,,1707
,,,Prelude and Liebestod (with or without soloist),1708
,,,"""Furibondo spira il vento,"" (air)",1709
,,,,1710
,,,Ich grolle nicht,1711
,,,Du Ring an meinem Finger,1712
,,,,1713
,,,,1714
,,,"Prelude and Awakening of the Gold, scene i",1715
,,,"""Immer ist Undank Loges Lohn!...So weit Leben und Weben"" (Loge's Tidings), scene ii",1716
,,,"Entrance of the Gods into Valhalla, scene iv (final scene)",1717
,,,,1718
,,,,1719
,,,,1720
,,,,1721
,,,,1722
,,,,1723
,,,"""Unter bluh'nden Mandelbäumen,"" Adolar (romanza), Act 1, Nr. 2",1724
,,,Act I: Prelude,1725
,,,,1726
,,,,1727
,,,,1728
,,,Act I: Closing Scene,1729
,,,,1730
,,,,1731
,,,,1732
,,,,1733
,,,Act I: Prelude,1734
,,,,1735
,,,,1736
,,,,1737
,,,,1738
,,,,1739
,,,,1740
,,,"""Wie nahte mir der Schlummer...Leise, leise, fromme Weise,"" Agathe (Scene and Aria), Act II",1741
,,,,1742
,,,,1743
,,,,1744
,,,,1745
,,,,1746
,,,,1747
,,,,1748
,,,,1749
,,,,1750
,,,,1751
,,,"""Casta Diva... Fine al rito,"" Norma (Cavatina and Cabaletta)",1752
,,,,1753
,,,"Nun beut die Flur das frische Grun (Now Robed in Cool Refreshing Green, a.k.a. With Verdure Clad)",1754
,,,,1755
,,,,1756
,,,Prelude to Act I,1757
,,,,1758
,,,,1759
,,,,1760
,,,,1761
,,,,1762
,,,"Good Friday Music, Act III",1763
,,,,1764
,,,"Siegfried's Funeral Music, ACT III, scene ii",1765
,,,,1766
,,,,1767
,,,"Wotan's Farewell, Act III, scene iii",1768
,,,"Magic Fire Music, Act III, scene iii",1769
,,,"Siegfried's Funeral Music, ACT III, scene ii",1770
,,,,1771
,,,,1772
,,,,1773
,,,,1774
,,,,1775
,,,,1776
,,,,1777
,,,Allegro maestoso,1778
,,,Lento assai,1779
,,,Adagio non tanto,1780
,,,"Scherzo, Allegro",1781
,,,Allegro con fuoco,1782
,,,,1783
,,,"""Nobles Seigneurs salut!"" Urbain (recit and cavatina)",1784
,,,,1785
,,,"""Voi che sapete,"" Cherubino, Act II, scene ii",1786
,,,"""Me voici dans son boudoir,"" Frédéric (gavotte)",1787
,,,,1788
,,,,1789
,,,,1790
,,,"""Deh, per questo istante solo""",1791
,,,,1792
,,,,1793
,,,,1794
,,,,1795
,,,,1796
,,,Overture,1797
,,,,1798
,,,,1799
,,,,1800
,,,,1801
,,,,1802
,,,,1803
,,,,1804
,,,,1805
,,,,1806
,,,,1807
,,,,1808
,,,,1809
,,,,1810
,,,,1811
,,,,1812
,,,"""Un ob die Wolke,"" Agathe (Cavatina), Act III",1813
,,,,1814
,,,,1815
,,,,1816
,,,,1817
,,,,1818
,,,,1819
,,,,1820
,,,,1821
,,,,1822
,,,,1823
,,,Overture,1824
,,,Andante,1825
,,,,1826
,,,,1827
,,,,1828
,,,Prelude to Act I,1829
,,,"Preislied, Walther (aria), Act III, scene ii",1830
,,,Act III: Prelude,1831
,,,,1832
,,,,1833
,,,"Queen Mab, or the Fairy of dreams (Scherzo)",1834
,,,,1835
,,,Overture,1836
,,,"Trio of the Young Ishmaelites (Trio for Two Flutes and Harp), Part III",1837
,,,"The Repose of the Holy Family, Part II",1838
,,,,1839
,,,,1840
,,,,1841
,,,,1842
,,,,1843
,,,,1844
,,,,1845
,,,,1846
,,,,1847
,,,,1848
,,,,1849
,,,,1850
,,,"""Wo berg' ich mich?...So weih' ich mich den Rach'gewalten,"" Lysiart (Recitative and Aria), Act 2, Nr. 10",1851
,,,,1852
,,,,1853
,,,"""Seid meiner Treue wohl versehen"" (Pogner's Address), Pogner (aria), Act I, scene iii",1854
,,,Prelude to Act I,1855
,,,,1856
,,,,1857
,,,,1858
,,,Romance [unspecified],1859
,,,,1860
,,,,1861
,,,"Raste, Krieger, Krieg ist aus",1862
,,,,1863
,,,,1864
,,,,1865
,,,,1866
,,,,1867
,,,,1868
,,,,1869
,,,,1870
,,,,1871
,,,,1872
,,,Scene and Aria (unspecified),1873
,,,,1874
,,,,1875
,,,,1876
,,,,1877
,,,,1878
,,,,1879
,,,,1880
,,,Overture,1881
,,,,1882
,,,"""Ozean, du Ungeheuer"" (Ocean, thou mighty monster), Reiza (Scene and Aria), Act II",1883
,,,,1884
,,,,1885
,,,PROLOGUE: Dawn,1886
,,,PROLOGUE: Siegfried's Rhine Journey,1887
,,,"Siegfried's Funeral Music, ACT III, scene ii",1888
,,,Allegro moderato,1889
,,,,1890
,,,,1891
,,,,1892
,,,,1893
,,,Prelude and Liebestod (with or without soloist),1894
,,,Overture,1895
,,,,1896
,,,,1897
,,,,1898
,,,,1899
,,,Overture,1900
,,,,1901
,,,,1902
,,,,1903
,,,,1904
,,,,1905
,,,,1906
,,,,1907
,,,,1908
,,,,1909
,,,,1910
,,,,1911
,,,,1912
,,,,1913
,,,,1914
,,,Overture,1915
,,,,1916
,,,,1917
,,,,1918
,,,,1919
,,,,1920
,,,"""O lasst mich teifgebeute weinen"" (""O malheureuse Iphigenie"" in German), Iphigénie (air)",1921
,,,,1922
,,,,1923
,,,,1924
,,,,1925
,,,Dance of the Blessed Spirits,1926
,,,,1927
,,,,1928
,,,,1929
,,,,1930
,,,,1931
,,,,1932
,,,Act I: Prelude,1933
,,,"""O mein Leid ist unermessen,"" Eglantine (aria), Act 1, Nr. 6",1934
,,,Overture,1935
,,,,1936
,,,,1937
,,,,1938
,,,,1939
,,,,1940
,,,,1941
,,,,1942
,,,"""Allmacht'ger Vater"" (Rienzi's prayer), Rienzi, Act V, scene i",1943
,,,,1944
,,,,1945
,,,"""Faiblesse de la race humaine,"" Adoniram (aria)",1946
,,,,1947
,,,,1948
,,,,1949
,,,,1950
,,,,1951
,,,,1952
,,,,1953
,,,,1954
,,,Overture,1955
,,,,1956
,,,,1957
,,,,1958
,,,,1959
,,,Overture,1960
,,,,1961
,,,,1962
,,,,1963
,,,,1964
,,,,1965
,,,,1966
,,,,1967
,,,,1968
,,,,1969
,,,,1970
,,,,1971
,,,,1972
,,,PROLOGUE: Dawn,1973
,,,PROLOGUE: Siegfried's Rhine Journey,1974
,,,"Siegfried's Funeral Music, ACT III, scene ii",1975
,,,,1976
,,,Overture,1977
,,,,1978
,,,,1979
,,,,1980
,,,,1981
,,,,1982
,,,4. Udfarten (Outward Bound),1983
,,,Romanze. Andantino – Allegro agitato,1984
,,,Intermezzo. Allegro molto marcato – Piu vivo e scherzando,1985
,,,"""Widmung""",1986
,,,"""Lieder der Braut aus dem Liebesfruhling I""",1987
,,,Fruhlingsnacht,1988
,,,,1989
,,,I. Overture,1990
,,,III. Sarabande,1991
,,,V. Polonaise/Double,1992
,,,VII. Badinerie,1993
,,,,1994
,,,,1995
,,,,1996
,,,,1997
,,,,1998
,,,,1999
,,,,2000
,,,,2001
,,,Overture,2002
,,,"""Die Trommel geruhret,"" Lied",2003
,,,Entr'acte II: Larghetto,2004
,,,"Lied: ""Freudvoll und Leidvoll""",2005
,,,Siegessymphonie (symphony of victory): Allegro con brio,2006
,,,,2007
,,,,2008
,,,,2009
,,,,2010
,,,,2011
,,,,2012
,,,,2013
,,,,2014
,,,,2015
,,,,2016
,,,,2017
,,,,2018
,,,Scenes from Act III,2019
,,,,2020
,,,,2021
,,,,2022
,,,,2023
,,,"ACT III, scene iii: Finale",2024
,,,,2025
,,,,2026
,,,,2027
,,,,2028
,,,,2029
,,,,2030
,,,Andante,2031
,,,Serenade,2032
,,,Tarantelle,2033
,,,Waldweben (Forest Murmurs),2034
,,,,2035
,,,,2036
,,,,2037
,,,,2038
,,,La Fauvette,2039
,,,,2040
,,,,2041
,,,,2042
,,,,2043
,,,,2044
,,,[Unspecified aria],2045
,,,,2046
,,,"""Per Pieta,"" Fiordiligi, Act II, scene vii",2047
,,,Overture,2048
,,,,2049
,,,,2050
,,,,2051
,,,,2052
,,,,2053
,,,,2054
,,,,2055
,,,,2056
,,,,2057
,,,"Ride of the Valkyries, Act III",2058
,,,,2059
,,,Tema con variazioni: Andante,2060
,,,Scherzo: Allegro molto e vivace,2061
,,,Andante con moto alla Marcia -- Presto,2062
,,,,2063
,,,,2064
,,,,2065
,,,,2066
,,,,2067
,,,,2068
,,,,2069
,,,"""Wach auf! Es nahet gen den tag,"" (chorus), Act III, scene v",2070
,,,,2071
,,,,2072
,,,,2073
,,,,2074
,,,Ballet Music: Chaconne-Pas de seul pour Mr. Legrand-Passepied-Gavotte-Passacaglia,2075
,,,,2076
,,,,2077
,,,,2078
,,,,2079
,,,,2080
,,,,2081
,,,,2082
,,,,2083
,,,,2084
,,,,2085
,,,"""Dalla sua pace,"" Don Ottavio, Act I, scene xiv",2086
,,,Introduction,2087
,,,Serenade,2088
,,,,2089
,,,,2090
,,,Overture,2091
,,,Overture,2092
,,,,2093
,,,,2094
,,,,2095
,,,,2096
,,,,2097
,,,Mondnacht,2098
,,,"Ich kann’s nicht fassen, nicht glauben",2099
,,,,2100
,,,Ungeduld,2101
,,,Prelude to Act I,2102
,,,,2103
,,,,2104
,,,,2105
,,,,2106
,,,,2107
,,,,2108
,,,,2109
,,,,2110
,,,March of the pilgrims chanting the evening prayer (Allegretto),2111
,,,,2112
,,,,2113
,,,,2114
,,,,2115
,,,,2116
,,,,2117
,,,,2118
,,,,2119
,,,Adagio,2120
,,,,2121
,,,,2122
,,,"Overture (""Overture to a Comedy"")",2123
,,,,2124
,,,,2125
,,,,2126
,,,Rollend in schaumenden Wellen (Rolling in Foaming Billows),2127
,,,,2128
,,,Das Wandern,2129
,,,,2130
,,,,2131
,,,,2132
,,,,2133
,,,,2134
,,,Prelude to Act I,2135
,,,,2136
,,,[Unspecified aria],2137
,,,,2138
,,,Overture,2139
,,,,2140
,,,,2141
,,,,2142
,,,,2143
,,,,2144
,,,,2145
,,,,2146
,,,"""Abscheulicher! Wo eilst du hin?...Komm, Hoffnung,"" Leonore (aria)",2147
,,,,2148
,,,,2149
,,,Overture [Dresden],2150
,,,,2151
,,,,2152
,,,,2153
,,,"""Ach, Belmonte! Ach mein Leben!,"" Konstanze/Belmonte/Pedrillo/Blonde (quartet), Finale from Act II",2154
,,,,2155
,,,,2156
,,,Overture,2157
,,,,2158
,,,"""Am Meer""",2159
,,,"""Der Doppelgänger""",2160
,,,,2161
,,,,2162
,,,"Ride of the Valkyries, Act III",2163
,,,"Wotan's Farewell, Act III, scene iii",2164
,,,"Magic Fire Music, Act III, scene iii",2165
,,,,2166
,,,,2167
,,,,2168
,,,Overture,2169
,,,,2170
,,,,2171
,,,"""Loreley""",2172
,,,"""Widmung""",2173
,,,,2174
,,,,2175
,,,,2176
,,,"The Awaking of the Walkyrie, Act II (last scene)",2177
,,,,2178
,,,,2179
,,,Fragment [unspecified],2180
,,,,2181
,,,,2182
,,,"Seguidilla (""Près des remparts de Séville"")",2183
,,,Overture,2184
,,,"""O malheureuse Iphigenie,"" Iphigénie (air)",2185
,,,Overture,2186
,,,Overture,2187
,,,,2188
,,,,2189
,,,,2190
,,,Unspecified Recitative and Aria,2191
,,,,2192
,,,,2193
,,,,2194
,,,,2195
,,,,2196
,,,,2197
,,,,2198
,,,Scene (Unspecified),2199
,,,Dead March,2200
,,,,2201
,,,,2202
,,,,2203
,,,,2204
,,,,2205
,,,,2206
,,,,2207
,,,,2208
,,,"""Crudele! Ah! mio bene...Non mi dir,"" Donna Anna, Act II, scene xiii",2209
,,,,2210
,,,,2211
,,,,2212
,,,,2213
,,,,2214
,,,,2215
,,,Scene and Aria (unspecified),2216
,,,Gretchen,2217
,,,"""Traume""",2218
,,,Menuetto,2219
,,,Allegro molto (fugue),2220
,,,,2221
,,,,2222
,,,,2223
,,,,2224
,,,,2225
,,,,2226
,,,,2227
,,,,2228
,,,,2229
,,,,2230
,,,"Bacchanale (Venusberg music), Act I, scene i",2231
,,,,2232
,,,,2233
,,,,2234
,,,,2235
,,,,2236
,,,Vivace,2237
,,,,2238
,,,"Polonaise in A-flat major, Op.53, No.7",2239
,,,,2240
,,,,2241
,,,,2242
,,,,2243
,,,,2244
,,,Andante con moto (Theme and Variations),2245
,,,,2246
,,,Prelude to Act I,2247
,,,"""Wo berg' ich mich?...So weih' ich mich den Rach'gewalten,"" Lysiart (Recitative and Aria), Act 2, Nr. 10",2248
,,,,2249
,,,,2250
,,,Mein!,2251
,,,,2252
,,,,2253
,,,,2254
,,,"""Divinités du Styx,"" Alceste (aria)",2255
,,,,2256
,,,,2257
,,,,2258
,,,,2259
,,,"Ride of the Valkyries, Act III",2260
,,,,2261
,,,Act I: Prelude,2262
,,,ACT I: Unspecified Scene,2263
,,,,2264
,,,,2265
,,,Overture,2266
,,,,2267
,,,,2268
,,,"""Der Tanz in der Dorfschenke"" (Mephisto Waltz No. 1)",2269
,,,,2270
,,,"""Der Holle Rache kocht in meinem Herzen,"" Konigen der Nacht, Act II, scene iii",2271
,,,,2272
,,,,2273
,,,"""I dreamt a crown of roses blended,"" (Recitative)",2274
,,,"""Holy powers, 'throned above me,"" (aria)",2275
,,,,2276
,,,Molto allegro,2277
,,,"""Non so piu,"" Cherubino, Act I, scene v",2278
,,,,2279
,,,,2280
,,,,2281
,,,"Ophelia's Mad Scene: ""A vos jeux, mes amis""",2282
,,,,2283
,,,,2284
,,,"Heiling (aria): ""An jenem Tag""",2285
,,,,2286
,,,"""Wie Todesahnung Dämmrung deckt die Lande - O du mein holder Abendstern"" (Song to the Evening Star), Wolfram (aria), Act III, scene ii",2287
,,,Tema con variazioni: Andante,2288
,,,Scherzo: Allegro molto e vivace,2289
,,,Andante con moto alla Marcia -- Presto,2290
,,,,2291
,,,,2292
,,,,2293
,,,Allegro maestoso,2294
,,,Adagio,2295
,,,Adagio non tanto,2296
,,,Scherzo,2297
,,,Adagio: Allegro con fuoco,2298
,,,,2299
,,,,2300
,,,,2301
,,,,2302
,,,,2303
,,,,2304
,,,,2305
,,,,2306
,,,10. Sinfonia (Shepherd Music),2307
,,,,2308
,,,,2309
,,,,2310
,,,,2311
,,,,2312
,,,,2313
,,,,2314
,,,,2315
,,,,2316
,,,,2317
,,,,2318
,,,"Heiling (aria): ""An jenem Tag""",2319
,,,,2320
,,,"""Kriegers Ahnung""",2321
,,,"""Am Meer""",2322
,,,,2323
,,,,2324
,,,,2325
,,,,2326
,,,,2327
,,,"""O grant me in the dust to fall"" (air)",2328
,,,,2329
,,,,2330
,,,,2331
,,,,2332
,,,,2333
,,,,2334
,,,,2335
,,,,2336
,,,,2337
,,,,2338
,,,Overture,2339
,,,,2340
,,,,2341
,,,,2342
,,,,2343
,,,,2344
,,,,2345
,,,Sur les lagunes: Lamento (On the Lagoons: Lament),2346
,,,Overture,2347
,,,"""Höre mit Sinn, was ich sage!"" (Waltraute's Narrative), Waltraute, ACT I, scene iii",2348
,,,"Ride of the Valkyries, Act III",2349
,,,,2350
,,,,2351
,,,,2352
,,,,2353
,,,,2354
,,,,2355
,,,,2356
,,,,2357
,,,,2358
,,,,2359
,,,,2360
,,,,2361
,,,,2362
,,,,2363
,,,"""Voi che sapete,"" Cherubino, Act II, scene ii",2364
,,,,2365
,,,,2366
,,,,2367
,,,,2368
,,,,2369
,,,,2370
,,,,2371
,,,,2372
,,,,2373
,,,,2374
,,,"""Ozean, du Ungeheuer"" (Ocean, thou mighty monster), Reiza (Scene and Aria), Act II",2375
,,,,2376
,,,,2377
,,,,2378
,,,,2379
,,,,2380
,,,,2381
,,,,2382
,,,,2383
,,,,2384
,,,,2385
,,,,2386
,,,,2387
,,,Overture,2388
,,,"""Voi signor, che giusto siete,"" Septet, Act II, Finale",2389
,,,,2390
,,,,2391
,,,Aria (unspecified),2392
,,,Aria (unspecified),2393
,,,Prelude and Liebestod (with or without soloist),2394
,,,,2395
,,,Pater noster,2396
,,,,2397
,,,,2398
,,,,2399
,,,,2400
,,,,2401
,,,,2402
,,,,2403
,,,,2404
,,,,2405
,,,"Parsifal's Adventure with the Flower Maidens, Act II",2406
,,,,2407
,,,,2408
,,,,2409
,,,,2410
,,,,2411
,,,"""Enfin, il est en ma puissance,"" Armide (Introduction et Récitatif)",2412
,,,The Sea,2413
,,,Phosphorescents,2414
,,,,2415
,,,,2416
